iso3_code,year,value,unit,source,entity_name
BWA,2009,51.50703811999999,percent of health expenditure,Domestic government,Botswana
BWA,2010,57.55473709,percent of health expenditure,Domestic government,Botswana
BWA,2011,61.41548537999999,percent of health expenditure,Domestic government,Botswana
BWA,2012,64.50315094,percent of health expenditure,Domestic government,Botswana
BWA,2013,63.92881392999999,percent of health expenditure,Domestic government,Botswana
BWA,2014,67.85910797,percent of health expenditure,Domestic government,Botswana
BWA,2015,67.75788115999998,percent of health expenditure,Domestic government,Botswana
BWA,2016,66.52246857,percent of health expenditure,Domestic government,Botswana
BWA,2017,75.6595993,percent of health expenditure,Domestic government,Botswana
BWA,2018,68.58382415999998,percent of health expenditure,Domestic government,Botswana
BWA,2019,71.43073272999999,percent of health expenditure,Domestic government,Botswana
BWA,2020,73.34910582999998,percent of health expenditure,Domestic government,Botswana
BWA,2021,76.60140991,percent of health expenditure,Domestic government,Botswana
BWA,2022,75.09358215,percent of health expenditure,Domestic government,Botswana
BFA,2000,32.583297730000005,percent of health expenditure,Domestic government,Burkina Faso
BFA,2001,33.63924408,percent of health expenditure,Domestic government,Burkina Faso
BFA,2002,35.609024049999995,percent of health expenditure,Domestic government,Burkina Faso
BFA,2003,31.185636519999996,percent of health expenditure,Domestic government,Burkina Faso
BFA,2004,40.3057785,percent of health expenditure,Domestic government,Burkina Faso
BFA,2005,30.94970894,percent of health expenditure,Domestic government,Burkina Faso
BFA,2006,31.697639469999995,percent of health expenditure,Domestic government,Burkina Faso
BFA,2007,27.36342812,percent of health expenditure,Domestic government,Burkina Faso
BFA,2008,29.28507042,percent of health expenditure,Domestic government,Burkina Faso
BFA,2009,32.30834960999999,percent of health expenditure,Domestic government,Burkina Faso
BFA,2010,24.931541440000007,percent of health expenditure,Domestic government,Burkina Faso
BFA,2011,28.958784100000003,percent of health expenditure,Domestic government,Burkina Faso
BFA,2012,23.127893449999995,percent of health expenditure,Domestic government,Burkina Faso
BFA,2013,28.98208808999999,percent of health expenditure,Domestic government,Burkina Faso
BFA,2014,32.53527451000001,percent of health expenditure,Domestic government,Burkina Faso
BFA,2015,28.37508011000001,percent of health expenditure,Domestic government,Burkina Faso
BFA,2016,40.083732600000005,percent of health expenditure,Domestic government,Burkina Faso
BFA,2017,43.30178452,percent of health expenditure,Domestic government,Burkina Faso
BFA,2018,42.507408139999995,percent of health expenditure,Domestic government,Burkina Faso
BFA,2019,41.813590999999995,percent of health expenditure,Domestic government,Burkina Faso
BFA,2020,43.45897293,percent of health expenditure,Domestic government,Burkina Faso
BFA,2021,42.81739426000001,percent of health expenditure,Domestic government,Burkina Faso
BFA,2022,40.218158720000005,percent of health expenditure,Domestic government,Burkina Faso
BDI,2000,34.70241928,percent of health expenditure,Domestic government,Burundi
BDI,2001,29.78705214999999,percent of health expenditure,Domestic government,Burundi
BDI,2002,28.70185471,percent of health expenditure,Domestic government,Burundi
BDI,2003,25.701150889999997,percent of health expenditure,Domestic government,Burundi
BDI,2004,33.374931339999996,percent of health expenditure,Domestic government,Burundi
BDI,2005,27.28089142,percent of health expenditure,Domestic government,Burundi
BDI,2006,27.133121489999997,percent of health expenditure,Domestic government,Burundi
BDI,2007,26.822944640000003,percent of health expenditure,Domestic government,Burundi
BDI,2008,20.140068050000004,percent of health expenditure,Domestic government,Burundi
BDI,2009,22.53801537,percent of health expenditure,Domestic government,Burundi
BDI,2010,17.597038270000002,percent of health expenditure,Domestic government,Burundi
BDI,2011,34.469596859999996,percent of health expenditure,Domestic government,Burundi
BDI,2012,30.9056015,percent of health expenditure,Domestic government,Burundi
BDI,2013,17.85822868,percent of health expenditure,Domestic government,Burundi
BDI,2014,38.64748383,percent of health expenditure,Domestic government,Burundi
BDI,2015,38.465145109999995,percent of health expenditure,Domestic government,Burundi
BDI,2016,31.66303062,percent of health expenditure,Domestic government,Burundi
BDI,2017,28.96152306,percent of health expenditure,Domestic government,Burundi
BDI,2018,28.20852852,percent of health expenditure,Domestic government,Burundi
BDI,2019,25.139719009999993,percent of health expenditure,Domestic government,Burundi
BDI,2020,20.14390373,percent of health expenditure,Domestic government,Burundi
BDI,2021,24.766427990000004,percent of health expenditure,Domestic government,Burundi
BDI,2022,18.90350533,percent of health expenditure,Domestic government,Burundi
CPV,2000,71.29876709000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2001,73.01193237000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2002,72.79753113,percent of health expenditure,Domestic government,Cabo Verde
CPV,2003,73.35092926,percent of health expenditure,Domestic government,Cabo Verde
CPV,2004,71.35682678,percent of health expenditure,Domestic government,Cabo Verde
CPV,2005,69.10211945,percent of health expenditure,Domestic government,Cabo Verde
CPV,2006,66.25391388,percent of health expenditure,Domestic government,Cabo Verde
CPV,2007,71.06494141,percent of health expenditure,Domestic government,Cabo Verde
CPV,2008,68.44342804,percent of health expenditure,Domestic government,Cabo Verde
CPV,2009,71.54019928,percent of health expenditure,Domestic government,Cabo Verde
CPV,2010,63.25498581000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2011,66.54673767,percent of health expenditure,Domestic government,Cabo Verde
CPV,2012,59.89725494,percent of health expenditure,Domestic government,Cabo Verde
CPV,2013,57.76818085000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2014,57.13072205000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2015,65.82189177999999,percent of health expenditure,Domestic government,Cabo Verde
CPV,2016,63.497642520000014,percent of health expenditure,Domestic government,Cabo Verde
CPV,2017,61.27914047,percent of health expenditure,Domestic government,Cabo Verde
CPV,2018,60.12081909000001,percent of health expenditure,Domestic government,Cabo Verde
CPV,2019,62.527725220000015,percent of health expenditure,Domestic government,Cabo Verde
CPV,2020,66.27593231,percent of health expenditure,Domestic government,Cabo Verde
CPV,2021,73.88491058,percent of health expenditure,Domestic government,Cabo Verde
CPV,2022,64.18095398,percent of health expenditure,Domestic government,Cabo Verde
CMR,2000,15.01742268,percent of health expenditure,Domestic government,Cameroon
CMR,2001,18.7194252,percent of health expenditure,Domestic government,Cameroon
CMR,2002,22.14606094,percent of health expenditure,Domestic government,Cameroon
CMR,2003,21.97872734,percent of health expenditure,Domestic government,Cameroon
CMR,2004,18.92535973,percent of health expenditure,Domestic government,Cameroon
CMR,2005,17.284151080000004,percent of health expenditure,Domestic government,Cameroon
CMR,2006,17.34461594,percent of health expenditure,Domestic government,Cameroon
CMR,2007,14.991613390000005,percent of health expenditure,Domestic government,Cameroon
CMR,2008,15.0534153,percent of health expenditure,Domestic government,Cameroon
CMR,2009,12.80033684,percent of health expenditure,Domestic government,Cameroon
CMR,2010,11.35888386,percent of health expenditure,Domestic government,Cameroon
CMR,2011,14.87105846,percent of health expenditure,Domestic government,Cameroon
CMR,2012,16.282978059999998,percent of health expenditure,Domestic government,Cameroon
CMR,2013,13.228667259999998,percent of health expenditure,Domestic government,Cameroon
CMR,2014,13.584598540000002,percent of health expenditure,Domestic government,Cameroon
CMR,2015,8.818126679999999,percent of health expenditure,Domestic government,Cameroon
CMR,2016,9.097011569999998,percent of health expenditure,Domestic government,Cameroon
CMR,2017,3.7229189899999993,percent of health expenditure,Domestic government,Cameroon
CMR,2018,9.70626259,percent of health expenditure,Domestic government,Cameroon
CMR,2019,11.1423645,percent of health expenditure,Domestic government,Cameroon
CMR,2020,14.274831769999995,percent of health expenditure,Domestic government,Cameroon
CMR,2021,11.255298610000002,percent of health expenditure,Domestic government,Cameroon
CMR,2022,14.98838997,percent of health expenditure,Domestic government,Cameroon
CAF,2000,39.264194489999994,percent of health expenditure,Domestic government,Central African Republic
CAF,2001,37.82127380000001,percent of health expenditure,Domestic government,Central African Republic
CAF,2002,33.85780334,percent of health expenditure,Domestic government,Central African Republic
CAF,2003,36.85707855,percent of health expenditure,Domestic government,Central African Republic
CAF,2004,35.58167267,percent of health expenditure,Domestic government,Central African Republic
CAF,2005,24.482995990000003,percent of health expenditure,Domestic government,Central African Republic
CAF,2006,28.462350849999996,percent of health expenditure,Domestic government,Central African Republic
CAF,2007,27.42961884,percent of health expenditure,Domestic government,Central African Republic
CAF,2008,21.030677800000003,percent of health expenditure,Domestic government,Central African Republic
CAF,2009,15.6306715,percent of health expenditure,Domestic government,Central African Republic
CAF,2010,16.17175674,percent of health expenditure,Domestic government,Central African Republic
CAF,2011,11.30035496,percent of health expenditure,Domestic government,Central African Republic
CAF,2012,15.890748019999998,percent of health expenditure,Domestic government,Central African Republic
CAF,2013,20.62112236,percent of health expenditure,Domestic government,Central African Republic
CAF,2014,15.57443905,percent of health expenditure,Domestic government,Central African Republic
CAF,2015,9.054848669999998,percent of health expenditure,Domestic government,Central African Republic
CAF,2016,11.0127058,percent of health expenditure,Domestic government,Central African Republic
CAF,2017,10.93435097,percent of health expenditure,Domestic government,Central African Republic
CAF,2018,6.26232672,percent of health expenditure,Domestic government,Central African Republic
CAF,2019,10.55166054,percent of health expenditure,Domestic government,Central African Republic
CAF,2020,13.59414101,percent of health expenditure,Domestic government,Central African Republic
CAF,2021,13.81337929,percent of health expenditure,Domestic government,Central African Republic
CAF,2022,16.000583650000003,percent of health expenditure,Domestic government,Central African Republic
TCD,2000,38.03084946,percent of health expenditure,Domestic government,Chad
TCD,2001,34.86683273000001,percent of health expenditure,Domestic government,Chad
TCD,2002,28.84228706,percent of health expenditure,Domestic government,Chad
TCD,2003,31.53384018,percent of health expenditure,Domestic government,Chad
TCD,2004,34.872104639999996,percent of health expenditure,Domestic government,Chad
TCD,2005,29.53806877,percent of health expenditure,Domestic government,Chad
TCD,2006,20.45419693,percent of health expenditure,Domestic government,Chad
TCD,2007,23.54964256,percent of health expenditure,Domestic government,Chad
TCD,2008,19.59093285,percent of health expenditure,Domestic government,Chad
TCD,2009,20.85106277,percent of health expenditure,Domestic government,Chad
TCD,2010,20.981616969999997,percent of health expenditure,Domestic government,Chad
TCD,2011,21.09589958,percent of health expenditure,Domestic government,Chad
TCD,2012,24.55139542,percent of health expenditure,Domestic government,Chad
TCD,2013,28.246723179999996,percent of health expenditure,Domestic government,Chad
TCD,2014,28.53781508999999,percent of health expenditure,Domestic government,Chad
TCD,2015,21.26423645,percent of health expenditure,Domestic government,Chad
TCD,2016,17.373525619999995,percent of health expenditure,Domestic government,Chad
TCD,2017,14.979307169999998,percent of health expenditure,Domestic government,Chad
TCD,2018,14.23211384,percent of health expenditure,Domestic government,Chad
TCD,2019,15.179442409999998,percent of health expenditure,Domestic government,Chad
TCD,2020,12.67602348,percent of health expenditure,Domestic government,Chad
TCD,2021,18.54059792,percent of health expenditure,Domestic government,Chad
TCD,2022,22.26643753,percent of health expenditure,Domestic government,Chad
COM,2000,11.86565685,percent of health expenditure,Domestic government,Comoros
COM,2001,8.02641773,percent of health expenditure,Domestic government,Comoros
COM,2002,14.309215550000005,percent of health expenditure,Domestic government,Comoros
COM,2003,12.80636311,percent of health expenditure,Domestic government,Comoros
COM,2004,12.01578045,percent of health expenditure,Domestic government,Comoros
COM,2005,11.319617269999998,percent of health expenditure,Domestic government,Comoros
COM,2006,11.1784029,percent of health expenditure,Domestic government,Comoros
COM,2007,10.44716454,percent of health expenditure,Domestic government,Comoros
COM,2008,8.54952526,percent of health expenditure,Domestic government,Comoros
COM,2009,7.693862919999999,percent of health expenditure,Domestic government,Comoros
COM,2010,7.54602146,percent of health expenditure,Domestic government,Comoros
COM,2011,18.044151309999997,percent of health expenditure,Domestic government,Comoros
COM,2012,15.37328148,percent of health expenditure,Domestic government,Comoros
COM,2013,12.929333690000004,percent of health expenditure,Domestic government,Comoros
COM,2014,10.593005179999995,percent of health expenditure,Domestic government,Comoros
COM,2015,10.13119793,percent of health expenditure,Domestic government,Comoros
COM,2016,12.33709335,percent of health expenditure,Domestic government,Comoros
COM,2017,12.82911968,percent of health expenditure,Domestic government,Comoros
COM,2018,15.613079069999998,percent of health expenditure,Domestic government,Comoros
COM,2019,16.06903648,percent of health expenditure,Domestic government,Comoros
COM,2020,21.90417671,percent of health expenditure,Domestic government,Comoros
COM,2021,14.690966609999998,percent of health expenditure,Domestic government,Comoros
COM,2022,10.332404140000005,percent of health expenditure,Domestic government,Comoros
COG,2000,34.19882965,percent of health expenditure,Domestic government,Congo Republic
COG,2001,44.16408156999999,percent of health expenditure,Domestic government,Congo Republic
COG,2002,25.385707859999997,percent of health expenditure,Domestic government,Congo Republic
COG,2003,26.122154239999997,percent of health expenditure,Domestic government,Congo Republic
COG,2004,22.647430419999996,percent of health expenditure,Domestic government,Congo Republic
COG,2005,25.157169340000003,percent of health expenditure,Domestic government,Congo Republic
COG,2006,32.477916719999996,percent of health expenditure,Domestic government,Congo Republic
COG,2007,30.836910249999995,percent of health expenditure,Domestic government,Congo Republic
COG,2008,49.091251369999995,percent of health expenditure,Domestic government,Congo Republic
COG,2009,28.83498573,percent of health expenditure,Domestic government,Congo Republic
COG,2010,44.73591995,percent of health expenditure,Domestic government,Congo Republic
COG,2011,37.168994899999994,percent of health expenditure,Domestic government,Congo Republic
COG,2012,42.882751459999994,percent of health expenditure,Domestic government,Congo Republic
COG,2013,48.19468307,percent of health expenditure,Domestic government,Congo Republic
COG,2014,47.99256516000001,percent of health expenditure,Domestic government,Congo Republic
COG,2015,45.54232788000001,percent of health expenditure,Domestic government,Congo Republic
COG,2016,43.156547550000006,percent of health expenditure,Domestic government,Congo Republic
COG,2017,38.36984253,percent of health expenditure,Domestic government,Congo Republic
COG,2018,35.32498169,percent of health expenditure,Domestic government,Congo Republic
COG,2019,43.84064484,percent of health expenditure,Domestic government,Congo Republic
COG,2020,43.169670100000005,percent of health expenditure,Domestic government,Congo Republic
COG,2021,49.24162292000001,percent of health expenditure,Domestic government,Congo Republic
COG,2022,36.74486542,percent of health expenditure,Domestic government,Congo Republic
CIV,2000,14.664367680000002,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2001,12.79208946,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2002,13.84633636,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2003,13.04556465,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2004,13.92349815,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2005,13.3393364,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2006,14.19835758,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2007,16.206346509999996,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2008,16.419532780000004,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2009,18.049510960000003,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2010,18.360277179999997,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2011,13.187049870000005,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2012,16.85137749,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2013,19.57717896,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2014,20.84157753,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2015,24.983930589999993,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2016,25.68556023,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2017,28.724674219999997,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2018,29.06596375,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2019,30.205005649999997,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2020,36.75761032,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2021,42.266845700000005,percent of health expenditure,Domestic government,Cote d'Ivoire
CIV,2022,36.75194168,percent of health expenditure,Domestic government,Cote d'Ivoire
COD,2000,4.24369383,percent of health expenditure,Domestic government,DR Congo
COD,2001,4.056744100000001,percent of health expenditure,Domestic government,DR Congo
COD,2002,4.05786419,percent of health expenditure,Domestic government,DR Congo
COD,2003,6.148400310000001,percent of health expenditure,Domestic government,DR Congo
COD,2004,4.674807070000001,percent of health expenditure,Domestic government,DR Congo
COD,2005,5.1914134,percent of health expenditure,Domestic government,DR Congo
COD,2006,5.20065928,percent of health expenditure,Domestic government,DR Congo
COD,2007,5.63541269,percent of health expenditure,Domestic government,DR Congo
COD,2008,5.8332605399999995,percent of health expenditure,Domestic government,DR Congo
COD,2009,6.85914612,percent of health expenditure,Domestic government,DR Congo
COD,2010,10.30625916,percent of health expenditure,Domestic government,DR Congo
COD,2011,10.8527813,percent of health expenditure,Domestic government,DR Congo
COD,2012,16.134819030000003,percent of health expenditure,Domestic government,DR Congo
COD,2013,13.97492123,percent of health expenditure,Domestic government,DR Congo
COD,2014,13.843813900000004,percent of health expenditure,Domestic government,DR Congo
COD,2015,16.678548810000002,percent of health expenditure,Domestic government,DR Congo
COD,2016,12.625305180000002,percent of health expenditure,Domestic government,DR Congo
COD,2017,9.94900703,percent of health expenditure,Domestic government,DR Congo
COD,2018,15.07837677,percent of health expenditure,Domestic government,DR Congo
COD,2019,15.81804085,percent of health expenditure,Domestic government,DR Congo
COD,2020,16.061899190000002,percent of health expenditure,Domestic government,DR Congo
COD,2021,16.76400948,percent of health expenditure,Domestic government,DR Congo
COD,2022,18.37996101,percent of health expenditure,Domestic government,DR Congo
GNQ,2000,28.81677818,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2001,15.78333569,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2002,5.76654434,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2003,10.92598152,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2004,11.03989983,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2005,15.94516563,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2006,20.2258358,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2007,22.26040459,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2008,26.69525146,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2009,33.260135649999995,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2010,27.98443985,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2011,28.333730699999997,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2012,34.61212921,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2013,26.02200317,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2014,26.84940338,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2015,23.68648338000001,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2016,24.287933349999996,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2017,21.506670000000003,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2018,21.889730449999995,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2019,20.40626907,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2020,21.637537,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2021,19.972400669999995,percent of health expenditure,Domestic government,Equatorial Guinea
GNQ,2022,26.24667931,percent of health expenditure,Domestic government,Equatorial Guinea
ERI,2000,35.591434480000004,percent of health expenditure,Domestic government,Eritrea
ERI,2001,30.272943500000004,percent of health expenditure,Domestic government,Eritrea
ERI,2002,31.68948746,percent of health expenditure,Domestic government,Eritrea
ERI,2003,22.747404100000004,percent of health expenditure,Domestic government,Eritrea
ERI,2004,22.24495316,percent of health expenditure,Domestic government,Eritrea
ERI,2005,12.426644329999998,percent of health expenditure,Domestic government,Eritrea
ERI,2006,11.930839540000004,percent of health expenditure,Domestic government,Eritrea
ERI,2007,23.015113830000004,percent of health expenditure,Domestic government,Eritrea
ERI,2008,25.031511310000003,percent of health expenditure,Domestic government,Eritrea
ERI,2009,19.66172409,percent of health expenditure,Domestic government,Eritrea
ERI,2010,20.901067730000005,percent of health expenditure,Domestic government,Eritrea
ERI,2011,14.823793410000002,percent of health expenditure,Domestic government,Eritrea
ERI,2012,21.126775740000003,percent of health expenditure,Domestic government,Eritrea
ERI,2013,15.63231754,percent of health expenditure,Domestic government,Eritrea
ERI,2014,13.09300137,percent of health expenditure,Domestic government,Eritrea
ERI,2015,16.361764909999998,percent of health expenditure,Domestic government,Eritrea
ERI,2016,19.63583755,percent of health expenditure,Domestic government,Eritrea
ERI,2017,24.274786,percent of health expenditure,Domestic government,Eritrea
ERI,2018,14.724340440000002,percent of health expenditure,Domestic government,Eritrea
ERI,2019,15.956349370000002,percent of health expenditure,Domestic government,Eritrea
ERI,2020,19.522441859999997,percent of health expenditure,Domestic government,Eritrea
ERI,2021,21.230571749999996,percent of health expenditure,Domestic government,Eritrea
ERI,2022,23.240819929999997,percent of health expenditure,Domestic government,Eritrea
SWZ,2000,52.30070876999999,percent of health expenditure,Domestic government,Eswatini
SWZ,2001,46.39696884,percent of health expenditure,Domestic government,Eswatini
SWZ,2002,43.86367035,percent of health expenditure,Domestic government,Eswatini
SWZ,2003,45.731357570000014,percent of health expenditure,Domestic government,Eswatini
SWZ,2004,44.376293180000005,percent of health expenditure,Domestic government,Eswatini
SWZ,2005,49.355869289999994,percent of health expenditure,Domestic government,Eswatini
SWZ,2006,44.20730209,percent of health expenditure,Domestic government,Eswatini
SWZ,2007,47.34028244,percent of health expenditure,Domestic government,Eswatini
SWZ,2008,50.28171920999999,percent of health expenditure,Domestic government,Eswatini
SWZ,2009,51.67996216,percent of health expenditure,Domestic government,Eswatini
SWZ,2010,49.213871,percent of health expenditure,Domestic government,Eswatini
SWZ,2011,42.63955688,percent of health expenditure,Domestic government,Eswatini
SWZ,2012,43.64648819,percent of health expenditure,Domestic government,Eswatini
SWZ,2013,44.58774566999999,percent of health expenditure,Domestic government,Eswatini
SWZ,2014,37.75821304,percent of health expenditure,Domestic government,Eswatini
SWZ,2015,41.75714873999999,percent of health expenditure,Domestic government,Eswatini
SWZ,2016,41.72721863,percent of health expenditure,Domestic government,Eswatini
SWZ,2017,50.74531937,percent of health expenditure,Domestic government,Eswatini
SWZ,2018,46.43029022,percent of health expenditure,Domestic government,Eswatini
SWZ,2019,52.47699356,percent of health expenditure,Domestic government,Eswatini
SWZ,2020,49.98463821,percent of health expenditure,Domestic government,Eswatini
SWZ,2021,49.43660736,percent of health expenditure,Domestic government,Eswatini
SWZ,2022,44.913257599999994,percent of health expenditure,Domestic government,Eswatini
ETH,2000,41.22506714,percent of health expenditure,Domestic government,Ethiopia
ETH,2001,42.67131042000001,percent of health expenditure,Domestic government,Ethiopia
ETH,2002,44.16259766000001,percent of health expenditure,Domestic government,Ethiopia
ETH,2003,46.45886612,percent of health expenditure,Domestic government,Ethiopia
ETH,2004,30.73785019,percent of health expenditure,Domestic government,Ethiopia
ETH,2005,42.14082718000001,percent of health expenditure,Domestic government,Ethiopia
