iso_code,year,disease,value,income_group,country_name,source
CAF,2019,HIV/AIDS and other STDs,487024.4125167615,Low income,Central African Republic,Domestic government
CAF,2019,HIV/AIDS and other STDs,5420742.226601275,Low income,Central African Republic,External aid
CAF,2019,HIV/AIDS and other STDs,2859160.089259159,Low income,Central African Republic,Out-of-pocket & other private *
TCD,2019,HIV/AIDS and other STDs,6648379.263843734,Low income,Chad,Domestic government
TCD,2019,HIV/AIDS and other STDs,13617708.614761291,Low income,Chad,External aid
TCD,2019,HIV/AIDS and other STDs,24516156.264997493,Low income,Chad,Out-of-pocket & other private *
COM,2019,HIV/AIDS and other STDs,1034321.9375871653,Lower middle income,Comoros,Domestic government
COM,2019,HIV/AIDS and other STDs,1670260.11396039,Lower middle income,Comoros,External aid
COM,2019,HIV/AIDS and other STDs,335194.3333407743,Lower middle income,Comoros,Out-of-pocket & other private *
COG,2020,HIV/AIDS and other STDs,16960905.014198296,Lower middle income,Congo Republic,Domestic government
COG,2020,HIV/AIDS and other STDs,1877834.4718248902,Lower middle income,Congo Republic,External aid
COG,2020,HIV/AIDS and other STDs,5327869.753240633,Lower middle income,Congo Republic,Out-of-pocket & other private *
CRI,2020,HIV/AIDS and other STDs,11595151.744833428,Upper middle income,Costa Rica,Domestic government
CRI,2020,HIV/AIDS and other STDs,0.0,Upper middle income,Costa Rica,External aid
CRI,2020,HIV/AIDS and other STDs,566160.6371381324,Upper middle income,Costa Rica,Out-of-pocket & other private *
CIV,2020,HIV/AIDS and other STDs,53342633.114645034,Lower middle income,Cote d'Ivoire,Domestic government
CIV,2020,HIV/AIDS and other STDs,117925475.23391484,Lower middle income,Cote d'Ivoire,External aid
CIV,2020,HIV/AIDS and other STDs,3006678.3097752687,Lower middle income,Cote d'Ivoire,Out-of-pocket & other private *
COD,2021,HIV/AIDS and other STDs,47208791.09655831,Low income,DR Congo,Domestic government
COD,2021,HIV/AIDS and other STDs,178108759.68232745,Low income,DR Congo,External aid
COD,2021,HIV/AIDS and other STDs,16536545.513940463,Low income,DR Congo,Out-of-pocket & other private *
DJI,2017,HIV/AIDS and other STDs,210884.98570663584,Lower middle income,Djibouti,Domestic government
DJI,2017,HIV/AIDS and other STDs,594129.7301710608,Lower middle income,Djibouti,External aid
DJI,2017,HIV/AIDS and other STDs,88476.23368379546,Lower middle income,Djibouti,Out-of-pocket & other private *
SWZ,2019,HIV/AIDS and other STDs,16950834.069658723,Lower middle income,Eswatini,Domestic government
SWZ,2019,HIV/AIDS and other STDs,58786914.39605247,Lower middle income,Eswatini,External aid
SWZ,2019,HIV/AIDS and other STDs,1797124.5990682573,Lower middle income,Eswatini,Out-of-pocket & other private *
ETH,2020,HIV/AIDS and other STDs,68976637.39630903,Low income,Ethiopia,Domestic government
ETH,2020,HIV/AIDS and other STDs,112806928.64594561,Low income,Ethiopia,External aid
ETH,2020,HIV/AIDS and other STDs,26219496.710705705,Low income,Ethiopia,Out-of-pocket & other private *
GAB,2019,HIV/AIDS and other STDs,20590581.256233633,Upper middle income,Gabon,Domestic government
GAB,2019,HIV/AIDS and other STDs,307956.90221256437,Upper middle income,Gabon,External aid
GAB,2019,HIV/AIDS and other STDs,4409793.536901992,Upper middle income,Gabon,Out-of-pocket & other private *
GMB,2019,HIV/AIDS and other STDs,800714.5546551382,Low income,Gambia,Domestic government
GMB,2019,HIV/AIDS and other STDs,2770728.0511734793,Low income,Gambia,External aid
GEO,2019,HIV/AIDS and other STDs,5889046.818634475,Upper middle income,Georgia,Domestic government
GEO,2019,HIV/AIDS and other STDs,4526929.381157299,Upper middle income,Georgia,External aid
GEO,2019,HIV/AIDS and other STDs,146859.02290859038,Upper middle income,Georgia,Out-of-pocket & other private *
GHA,2018,HIV/AIDS and other STDs,4284034.049979325,Lower middle income,Ghana,Domestic government
GHA,2018,HIV/AIDS and other STDs,98534956.93789005,Lower middle income,Ghana,External aid
GHA,2018,HIV/AIDS and other STDs,2217237.987369943,Lower middle income,Ghana,Out-of-pocket & other private *
GIN,2021,HIV/AIDS and other STDs,3144493.2298038094,Low income,Guinea,Domestic government
GIN,2021,HIV/AIDS and other STDs,16945004.51045516,Low income,Guinea,External aid
GIN,2021,HIV/AIDS and other STDs,19478092.78809925,Low income,Guinea,Out-of-pocket & other private *
GNB,2021,HIV/AIDS and other STDs,543486.636521283,Low income,Guinea-Bissau,Domestic government
GNB,2021,HIV/AIDS and other STDs,3855234.3541415157,Low income,Guinea-Bissau,External aid
GUY,2019,HIV/AIDS and other STDs,7744864.328887873,Upper middle income,Guyana,Domestic government
GUY,2019,HIV/AIDS and other STDs,3476274.234453791,Upper middle income,Guyana,External aid
GUY,2019,HIV/AIDS and other STDs,1267415.794528814,Upper middle income,Guyana,Out-of-pocket & other private *
HTI,2016,HIV/AIDS and other STDs,5048595.665330498,Lower middle income,Haiti,Domestic government
HTI,2016,HIV/AIDS and other STDs,154585360.1332717,Lower middle income,Haiti,External aid
HTI,2016,HIV/AIDS and other STDs,0.0,Lower middle income,Haiti,Out-of-pocket & other private *
KEN,2019,HIV/AIDS and other STDs,209759024.9028991,Lower middle income,Kenya,Domestic government
KEN,2019,HIV/AIDS and other STDs,565775962.8681468,Lower middle income,Kenya,External aid
KEN,2019,HIV/AIDS and other STDs,65969959.06202764,Lower middle income,Kenya,Out-of-pocket & other private *
KGZ,2016,HIV/AIDS and other STDs,4323683.256001212,Lower middle income,Kyrgyz Republic,Domestic government
KGZ,2016,HIV/AIDS and other STDs,4736324.843252311,Lower middle income,Kyrgyz Republic,External aid
KGZ,2016,HIV/AIDS and other STDs,396185.8211591237,Lower middle income,Kyrgyz Republic,Out-of-pocket & other private *
LAO,2019,HIV/AIDS and other STDs,42805917.51065815,Lower middle income,Laos,Domestic government
LAO,2019,HIV/AIDS and other STDs,4376997.179076687,Lower middle income,Laos,External aid
MDG,2021,HIV/AIDS and other STDs,2641279.009543902,Low income,Madagascar,Domestic government
MDG,2021,HIV/AIDS and other STDs,10340962.07173875,Low income,Madagascar,External aid
MDG,2021,HIV/AIDS and other STDs,5527664.363245132,Low income,Madagascar,Out-of-pocket & other private *
MWI,2019,HIV/AIDS and other STDs,57418029.49787666,Low income,Malawi,Domestic government
MWI,2019,HIV/AIDS and other STDs,217976096.625949,Low income,Malawi,External aid
MWI,2019,HIV/AIDS and other STDs,42118284.224341035,Low income,Malawi,Out-of-pocket & other private *
MLI,2020,HIV/AIDS and other STDs,4908123.129100668,Low income,Mali,Domestic government
MLI,2020,HIV/AIDS and other STDs,1230040.3135825107,Low income,Mali,External aid
MLI,2020,HIV/AIDS and other STDs,2068354.2012095463,Low income,Mali,Out-of-pocket & other private *
MRT,2019,HIV/AIDS and other STDs,974775.4833326511,Lower middle income,Mauritania,Domestic government
MRT,2019,HIV/AIDS and other STDs,7952476.979403412,Lower middle income,Mauritania,External aid
MRT,2019,HIV/AIDS and other STDs,1623622.1929673431,Lower middle income,Mauritania,Out-of-pocket & other private *
MUS,2019,HIV/AIDS and other STDs,2799476.6481265784,Upper middle income,Mauritius,Domestic government
MUS,2019,HIV/AIDS and other STDs,1556804.5479932148,Upper middle income,Mauritius,External aid
MUS,2019,HIV/AIDS and other STDs,462819.4178186239,Upper middle income,Mauritius,Out-of-pocket & other private *
MDA,2018,HIV/AIDS and other STDs,1169384.8926482585,Upper middle income,Moldova,Domestic government
MDA,2018,HIV/AIDS and other STDs,60947.58234863107,Upper middle income,Moldova,External aid
MDA,2018,HIV/AIDS and other STDs,189667.5788879524,Upper middle income,Moldova,Out-of-pocket & other private *
MOZ,2018,HIV/AIDS and other STDs,61968306.723772876,Low income,Mozambique,Domestic government
MOZ,2018,HIV/AIDS and other STDs,473100928.8394219,Low income,Mozambique,External aid
MOZ,2018,HIV/AIDS and other STDs,31569836.651561957,Low income,Mozambique,Out-of-pocket & other private *
MMR,2018,HIV/AIDS and other STDs,40565845.250711516,Lower middle income,Myanmar,Domestic government
MMR,2018,HIV/AIDS and other STDs,78263282.55979598,Lower middle income,Myanmar,External aid
MMR,2018,HIV/AIDS and other STDs,4774046.931893447,Lower middle income,Myanmar,Out-of-pocket & other private *
NAM,2019,HIV/AIDS and other STDs,70381261.97792989,Upper middle income,Namibia,Domestic government
NAM,2019,HIV/AIDS and other STDs,40865610.00133966,Upper middle income,Namibia,External aid
NAM,2019,HIV/AIDS and other STDs,30932921.256258868,Upper middle income,Namibia,Out-of-pocket & other private *
NER,2021,HIV/AIDS and other STDs,1362606.8700450833,Low income,Niger,Domestic government
NER,2021,HIV/AIDS and other STDs,2147738.0642711795,Low income,Niger,External aid
NER,2021,HIV/AIDS and other STDs,220214.75727269775,Low income,Niger,Out-of-pocket & other private *
NGA,2021,HIV/AIDS and other STDs,190781758.37936166,Lower middle income,Nigeria,Domestic government
NGA,2021,HIV/AIDS and other STDs,586775802.8264846,Lower middle income,Nigeria,External aid
NGA,2021,HIV/AIDS and other STDs,835914949.8184048,Lower middle income,Nigeria,Out-of-pocket & other private *
MKD,2021,HIV/AIDS and other STDs,2413118.3106527547,Upper middle income,North Macedonia,Domestic government
MKD,2020,HIV/AIDS and other STDs,0.0,Upper middle income,North Macedonia,External aid
MKD,2021,HIV/AIDS and other STDs,30825.368171546626,Upper middle income,North Macedonia,Out-of-pocket & other private *
STP,2021,HIV/AIDS and other STDs,235375.5926735041,Lower middle income,Sao Tome and Principe,Domestic government
STP,2021,HIV/AIDS and other STDs,873668.1645424303,Lower middle income,Sao Tome and Principe,External aid
STP,2021,HIV/AIDS and other STDs,75425.6911877402,Lower middle income,Sao Tome and Principe,Out-of-pocket & other private *
SEN,2020,HIV/AIDS and other STDs,7104419.748985798,Lower middle income,Senegal,Domestic government
SEN,2020,HIV/AIDS and other STDs,11310685.010238549,Lower middle income,Senegal,External aid
SEN,2020,HIV/AIDS and other STDs,8129852.301086808,Lower middle income,Senegal,Out-of-pocket & other private *
SYC,2019,HIV/AIDS and other STDs,682249.7575916656,High income,Seychelles,Domestic government
SYC,2018,HIV/AIDS and other STDs,47914.84279033041,High income,Seychelles,External aid
SLE,2021,HIV/AIDS and other STDs,3313193.09510765,Low income,Sierra Leone,Domestic government
SLE,2021,HIV/AIDS and other STDs,7604002.805634091,Low income,Sierra Leone,External aid
SLE,2021,HIV/AIDS and other STDs,1423969.6353630768,Low income,Sierra Leone,Out-of-pocket & other private *
ZAF,2019,HIV/AIDS and other STDs,3240719122.988672,Upper middle income,South Africa,Domestic government
ZAF,2019,HIV/AIDS and other STDs,362315489.4868526,Upper middle income,South Africa,External aid
ZAF,2015,HIV/AIDS and other STDs,10690.739154874509,Upper middle income,South Africa,Out-of-pocket & other private *
SSD,2019,HIV/AIDS and other STDs,307211.2459051028,Low income,South Sudan,Domestic government
SSD,2019,HIV/AIDS and other STDs,15634450.39352958,Low income,South Sudan,External aid
SSD,2019,HIV/AIDS and other STDs,705101.4491250054,Low income,South Sudan,Out-of-pocket & other private *
LKA,2019,HIV/AIDS and other STDs,6783917.767098348,Lower middle income,Sri Lanka,Domestic government
LKA,2019,HIV/AIDS and other STDs,132943.0736142864,Lower middle income,Sri Lanka,External aid
LKA,2019,HIV/AIDS and other STDs,37256144.51443148,Lower middle income,Sri Lanka,Out-of-pocket & other private *
SDN,2019,HIV/AIDS and other STDs,1374278.8166298887,Low income,Sudan,Domestic government
SDN,2019,HIV/AIDS and other STDs,2916891.926668977,Low income,Sudan,External aid
SDN,2019,HIV/AIDS and other STDs,748758.6693312041,Low income,Sudan,Out-of-pocket & other private *
TJK,2019,HIV/AIDS and other STDs,2941898.095068771,Lower middle income,Tajikistan,Domestic government
TJK,2019,HIV/AIDS and other STDs,4431141.2988245925,Lower middle income,Tajikistan,External aid
TJK,2019,HIV/AIDS and other STDs,393571.5770881918,Lower middle income,Tajikistan,Out-of-pocket & other private *
TZA,2019,HIV/AIDS and other STDs,96564599.14512487,Lower middle income,Tanzania,Domestic government
TZA,2019,HIV/AIDS and other STDs,551063447.1251438,Lower middle income,Tanzania,External aid
TZA,2019,HIV/AIDS and other STDs,88754164.00996533,Lower middle income,Tanzania,Out-of-pocket & other private *
TGO,2021,HIV/AIDS and other STDs,3174965.5488496465,Low income,Togo,Domestic government
TGO,2021,HIV/AIDS and other STDs,17934862.481227145,Low income,Togo,External aid
TGO,2021,HIV/AIDS and other STDs,2692961.4015422883,Low income,Togo,Out-of-pocket & other private *
TUN,2017,HIV/AIDS and other STDs,1547743.7271165336,Lower middle income,Tunisia,Domestic government
TUN,2017,HIV/AIDS and other STDs,9006052.74432961,Lower middle income,Tunisia,External aid
TUN,2017,HIV/AIDS and other STDs,4150736.5615383456,Lower middle income,Tunisia,Out-of-pocket & other private *
UGA,2019,HIV/AIDS and other STDs,4037262.9830730376,Low income,Uganda,Domestic government
UGA,2019,HIV/AIDS and other STDs,383609719.9419559,Low income,Uganda,External aid
UGA,2019,HIV/AIDS and other STDs,4284666.550624477,Low income,Uganda,Out-of-pocket & other private *
UKR,2020,HIV/AIDS and other STDs,22272667.67878412,Lower middle income,Ukraine,Domestic government
UKR,2020,HIV/AIDS and other STDs,4615361.677389048,Lower middle income,Ukraine,Out-of-pocket & other private *
UZB,2019,HIV/AIDS and other STDs,20315040.748328894,Lower middle income,Uzbekistan,Domestic government
UZB,2018,HIV/AIDS and other STDs,3980860.602192687,Lower middle income,Uzbekistan,External aid
UZB,2018,HIV/AIDS and other STDs,0.0,Lower middle income,Uzbekistan,Out-of-pocket & other private *
ZMB,2016,HIV/AIDS and other STDs,43807286.2981328,Low income,Zambia,Domestic government
ZMB,2016,HIV/AIDS and other STDs,271436377.07734084,Low income,Zambia,External aid
ZMB,2016,HIV/AIDS and other STDs,18940772.220412083,Low income,Zambia,Out-of-pocket & other private *
AFG,2021,Tuberculosis,66790.94549892006,Low income,Afghanistan,Domestic government
AFG,2021,Tuberculosis,47170211.02971569,Low income,Afghanistan,External aid
AFG,2021,Tuberculosis,29448712.69586926,Low income,Afghanistan,Out-of-pocket & other private *
ARM,2021,Tuberculosis,4073962.388420017,Upper middle income,Armenia,Domestic government
ARM,2021,Tuberculosis,101035.2200207459,Upper middle income,Armenia,External aid
ARM,2021,Tuberculosis,2025468.3400622613,Upper middle income,Armenia,Out-of-pocket & other private *
BLR,2020,Tuberculosis,34281535.14977993,Upper middle income,Belarus,Domestic government
BLR,2020,Tuberculosis,6890657.309317264,Upper middle income,Belarus,External aid
BLR,2020,Tuberculosis,707841.3238742701,Upper middle income,Belarus,Out-of-pocket & other private *
BEN,2018,Tuberculosis,806814.0022562408,Lower middle income,Benin,Domestic government
BEN,2018,Tuberculosis,1644502.6976835968,Lower middle income,Benin,External aid
BEN,2018,Tuberculosis,7606.254470583102,Lower middle income,Benin,Out-of-pocket & other private *
BWA,2019,Tuberculosis,32955073.629686505,Upper middle income,Botswana,Domestic government
BWA,2019,Tuberculosis,485153.7106595182,Upper middle income,Botswana,External aid
BWA,2019,Tuberculosis,4599266.289862641,Upper middle income,Botswana,Out-of-pocket & other private *
BFA,2021,Tuberculosis,264267.4944994,Low income,Burkina Faso,Domestic government
BFA,2021,Tuberculosis,2615721.9896510867,Low income,Burkina Faso,External aid
BFA,2021,Tuberculosis,460041.533490729,Low income,Burkina Faso,Out-of-pocket & other private *
BDI,2020,Tuberculosis,111605.58947296996,Low income,Burundi,Domestic government
BDI,2020,Tuberculosis,1441064.451976217,Low income,Burundi,External aid
BDI,2018,Tuberculosis,1142.6431551132796,Low income,Burundi,Out-of-pocket & other private *
CPV,2019,Tuberculosis,71354.42262815963,Lower middle income,Cabo Verde,Domestic government
CPV,2019,Tuberculosis,1318.7877162179998,Lower middle income,Cabo Verde,External aid
CPV,2014,Tuberculosis,4000.571277498315,Lower middle income,Cabo Verde,Out-of-pocket & other private *
KHM,2019,Tuberculosis,6708439.880453504,Lower middle income,Cambodia,Domestic government
KHM,2019,Tuberculosis,26442523.727539256,Lower middle income,Cambodia,External aid
KHM,2019,Tuberculosis,10600143.24769368,Lower middle income,Cambodia,Out-of-pocket & other private *
CMR,2019,Tuberculosis,11607699.618040232,Lower middle income,Cameroon,Domestic government
CMR,2019,Tuberculosis,2076233.768132207,Lower middle income,Cameroon,External aid
CMR,2019,Tuberculosis,915708.3278826316,Lower middle income,Cameroon,Out-of-pocket & other private *
CAF,2019,Tuberculosis,41639.06657556832,Low income,Central African Republic,Domestic government
CAF,2019,Tuberculosis,105385.5087921962,Low income,Central African Republic,External aid
CAF,2019,Tuberculosis,337979.0632222232,Low income,Central African Republic,Out-of-pocket & other private *
TCD,2019,Tuberculosis,1847115.201787956,Low income,Chad,Domestic government
TCD,2019,Tuberculosis,965258.9957645406,Low income,Chad,External aid
TCD,2019,Tuberculosis,7811438.117964377,Low income,Chad,Out-of-pocket & other private *
COM,2019,Tuberculosis,18362.46304643286,Lower middle income,Comoros,Domestic government
COM,2019,Tuberculosis,775405.4176406508,Lower middle income,Comoros,External aid
COM,2019,Tuberculosis,4980.394420745626,Lower middle income,Comoros,Out-of-pocket & other private *
COG,2020,Tuberculosis,1986703.208179026,Lower middle income,Congo Republic,Domestic government
COG,2020,Tuberculosis,547372.2232738188,Lower middle income,Congo Republic,External aid
COG,2020,Tuberculosis,919974.5895363494,Lower middle income,Congo Republic,Out-of-pocket & other private *
CRI,2020,Tuberculosis,2601608.2293721163,Upper middle income,Costa Rica,Domestic government
CRI,2020,Tuberculosis,0.0,Upper middle income,Costa Rica,External aid
CRI,2020,Tuberculosis,110311.25902579521,Upper middle income,Costa Rica,Out-of-pocket & other private *
CIV,2020,Tuberculosis,3795076.327226975,Lower middle income,Cote d'Ivoire,Domestic government
CIV,2020,Tuberculosis,4723234.420603922,Lower middle income,Cote d'Ivoire,External aid
CIV,2020,Tuberculosis,1221851.2124730311,Lower middle income,Cote d'Ivoire,Out-of-pocket & other private *
COD,2021,Tuberculosis,1486139.345763578,Low income,DR Congo,Domestic government
COD,2021,Tuberculosis,14392655.952077566,Low income,DR Congo,External aid
COD,2021,Tuberculosis,3434422.8155851504,Low income,DR Congo,Out-of-pocket & other private *
DJI,2017,Tuberculosis,88926.67935507443,Lower middle income,Djibouti,Domestic government
DJI,2017,Tuberculosis,1196526.9011471558,Lower middle income,Djibouti,External aid
DJI,2017,Tuberculosis,51966.32823316982,Lower middle income,Djibouti,Out-of-pocket & other private *
EGY,2020,Tuberculosis,655269.529930015,Lower middle income,Egypt,Domestic government
EGY,2020,Tuberculosis,22595.23776624992,Lower middle income,Egypt,External aid
EGY,2020,Tuberculosis,362929.0084566314,Lower middle income,Egypt,Out-of-pocket & other private *
SWZ,2019,Tuberculosis,5507499.14059386,Lower middle income,Eswatini,Domestic government
SWZ,2019,Tuberculosis,10345853.126573525,Lower middle income,Eswatini,External aid
SWZ,2019,Tuberculosis,234854.25845430346,Lower middle income,Eswatini,Out-of-pocket & other private *
ETH,2020,Tuberculosis,6240150.291393759,Low income,Ethiopia,Domestic government
ETH,2020,Tuberculosis,33483620.80616208,Low income,Ethiopia,External aid
ETH,2020,Tuberculosis,95090564.40358695,Low income,Ethiopia,Out-of-pocket & other private *
GAB,2019,Tuberculosis,4431067.832423506,Upper middle income,Gabon,Domestic government
GAB,2019,Tuberculosis,308888.622878165,Upper middle income,Gabon,External aid
GAB,2019,Tuberculosis,1985882.115535183,Upper middle income,Gabon,Out-of-pocket & other private *
GMB,2018,Tuberculosis,233747.70403344373,Low income,Gambia,External aid
GEO,2019,Tuberculosis,433234.11758034176,Upper middle income,Georgia,Domestic government
GEO,2019,Tuberculosis,1670521.3855852156,Upper middle income,Georgia,External aid
GEO,2019,Tuberculosis,436905.5931530564,Upper middle income,Georgia,Out-of-pocket & other private *
GHA,2018,Tuberculosis,1148613.9006972092,Lower middle income,Ghana,Domestic government
GHA,2018,Tuberculosis,27465732.210513566,Lower middle income,Ghana,External aid
GHA,2018,Tuberculosis,419683.42085841694,Lower middle income,Ghana,Out-of-pocket & other private *
GIN,2021,Tuberculosis,243253.1575718017,Low income,Guinea,Domestic government
GIN,2021,Tuberculosis,2392725.5636066124,Low income,Guinea,External aid
GIN,2021,Tuberculosis,1531447.4588375434,Low income,Guinea,Out-of-pocket & other private *
GNB,2021,Tuberculosis,612548.785378398,Low income,Guinea-Bissau,Domestic government
GNB,2021,Tuberculosis,3593651.9179022727,Low income,Guinea-Bissau,External aid
GUY,2019,Tuberculosis,756753.3935470267,Upper middle income,Guyana,Domestic government
GUY,2019,Tuberculosis,105171.05750856575,Upper middle income,Guyana,External aid
GUY,2019,Tuberculosis,63654.2642240713,Upper middle income,Guyana,Out-of-pocket & other private *
HTI,2016,Tuberculosis,995446.4827325316,Lower middle income,Haiti,Domestic government
HTI,2016,Tuberculosis,308349.31599960616,Lower middle income,Haiti,External aid
HTI,2016,Tuberculosis,0.0,Lower middle income,Haiti,Out-of-pocket & other private *
KEN,2019,Tuberculosis,44337932.677198306,Lower middle income,Kenya,Domestic government
KEN,2019,Tuberculosis,21185949.403864697,Lower middle income,Kenya,External aid
KEN,2019,Tuberculosis,21752461.260253605,Lower middle income,Kenya,Out-of-pocket & other private *
KGZ,2016,Tuberculosis,9670914.188892141,Lower middle income,Kyrgyz Republic,Domestic government
KGZ,2016,Tuberculosis,2103653.494922856,Lower middle income,Kyrgyz Republic,External aid
KGZ,2016,Tuberculosis,143660.04234476402,Lower middle income,Kyrgyz Republic,Out-of-pocket & other private *
LAO,2019,Tuberculosis,865632.5924039958,Lower middle income,Laos,Domestic government
LAO,2019,Tuberculosis,3358047.665802698,Lower middle income,Laos,External aid
MDG,2021,Tuberculosis,143170.91303571858,Low income,Madagascar,Domestic government
MDG,2021,Tuberculosis,134213.47263639685,Low income,Madagascar,External aid
MDG,2021,Tuberculosis,313887.45638615225,Low income,Madagascar,Out-of-pocket & other private *
MWI,2019,Tuberculosis,5937368.74587183,Low income,Malawi,Domestic government
MWI,2019,Tuberculosis,7621655.53452633,Low income,Malawi,External aid
MWI,2019,Tuberculosis,4352018.034683718,Low income,Malawi,Out-of-pocket & other private *
MLI,2019,Tuberculosis,753612.1791213356,Low income,Mali,Domestic government
MLI,2020,Tuberculosis,2872545.645342681,Low income,Mali,External aid
MLI,2020,Tuberculosis,139404.14567392436,Low income,Mali,Out-of-pocket & other private *
MRT,2019,Tuberculosis,1459716.1799545467,Lower middle income,Mauritania,Domestic government
MRT,2019,Tuberculosis,2041741.5185104588,Lower middle income,Mauritania,External aid
MRT,2015,Tuberculosis,63091.24296012253,Lower middle income,Mauritania,Out-of-pocket & other private *
MUS,2019,Tuberculosis,1111.6078193282299,Upper middle income,Mauritius,Domestic government
MUS,2019,Tuberculosis,34.24674729760385,Upper middle income,Mauritius,External aid
MDA,2018,Tuberculosis,1778608.1957003747,Upper middle income,Moldova,Domestic government
MDA,2018,Tuberculosis,92699.90619519216,Upper middle income,Moldova,External aid
MDA,2018,Tuberculosis,288480.1199657313,Upper middle income,Moldova,Out-of-pocket & other private *
MOZ,2018,Tuberculosis,71425.08689308328,Low income,Mozambique,Domestic government
MOZ,2018,Tuberculosis,7887659.984030566,Low income,Mozambique,External aid
MMR,2018,Tuberculosis,4547840.248861595,Lower middle income,Myanmar,Domestic government
MMR,2018,Tuberculosis,49033000.651478395,Lower middle income,Myanmar,External aid
MMR,2018,Tuberculosis,21866012.19013122,Lower middle income,Myanmar,Out-of-pocket & other private *
NAM,2019,Tuberculosis,30977020.462322507,Upper middle income,Namibia,Domestic government
NAM,2019,Tuberculosis,5138186.744887425,Upper middle income,Namibia,External aid
NAM,2019,Tuberculosis,64196.9937766216,Upper middle income,Namibia,Out-of-pocket & other private *
NER,2021,Tuberculosis,858935.9743967494,Low income,Niger,Domestic government
NER,2021,Tuberculosis,2238251.9015305126,Low income,Niger,External aid
NER,2021,Tuberculosis,630231.3141780521,Low income,Niger,Out-of-pocket & other private *
NGA,2021,Tuberculosis,69961191.68154517,Lower middle income,Nigeria,Domestic government
NGA,2021,Tuberculosis,78449702.36015803,Lower middle income,Nigeria,External aid
NGA,2021,Tuberculosis,817829340.1790115,Lower middle income,Nigeria,Out-of-pocket & other private *
MKD,2021,Tuberculosis,304736.49468287977,Upper middle income,North Macedonia,Domestic government
MKD,2020,Tuberculosis,0.0,Upper middle income,North Macedonia,External aid
MKD,2021,Tuberculosis,1282.9376500858323,Upper middle income,North Macedonia,Out-of-pocket & other private *
STP,2021,Tuberculosis,36827.46774069093,Lower middle income,Sao Tome and Principe,Domestic government
STP,2021,Tuberculosis,686658.1358656314,Lower middle income,Sao Tome and Principe,External aid
STP,2021,Tuberculosis,12768.142120507631,Lower middle income,Sao Tome and Principe,Out-of-pocket & other private *
SEN,2020,Tuberculosis,1884565.384951696,Lower middle income,Senegal,Domestic government
SEN,2020,Tuberculosis,4243435.286299987,Lower middle income,Senegal,External aid
